dblp_index,acm_index
53908a7420f70186a0da45ce,53e99a5cb7602d97022c411f
5390882d20f70186a0d8dba3,53e9aed1b7602d97038fac02
53908b4920f70186a0dbb082,53e9a2bab7602d9702bc3434
558e0bce0cf2e667580509be,53e997e9b7602d9701fe4527
539087cb20f70186a0d594f2,53e99b26b7602d97023bfae5
539095ba20f70186a0df166e,53e9ac33b7602d97035f69c9
53908a9620f70186a0da4eda,53e99967b7602d97021a75ab
539089d320f70186a0d9c219,53e9ab07b7602d970348e012
53909f8c20f70186a0e40200,53e9ae22b7602d97038361b6
539089bb20f70186a0d98add,53e99d21b7602d97025d7605
53908b4920f70186a0dbc91d,53e9a5cdb7602d9702ef7927
53908b4920f70186a0dbabda,53e9a94cb7602d970329f351
539087dd20f70186a0d64492,53e9ba0bb7602d970460b494
53908a9620f70186a0da487b,53e9aa49b7602d97033ba19f
53908b4920f70186a0dbabc3,53e9b4c4b7602d9703fe20a1
5390958a20f70186a0def8df,53e9b46fb7602d9703f6e2e2
53908a7420f70186a0da4533,53e99ad7b7602d970235958d
5390975920f70186a0dfe097,53e99a52b7602d97022ba714
539087dd20f70186a0d6349c,53e9aea4b7602d97038c9599
53908a9620f70186a0da4e3b,53e9b2d2b7602d9703d7fdf2
539087e120f70186a0d665fd,53e9b57cb7602d97040be00a
53908b4920f70186a0dbab17,53e9abf7b7602d97035b8ed4
53909f8c20f70186a0e3fe2f,53e9aec4b7602d97038eab1c
53908a9620f70186a0da4e25,53e9b321b7602d9703dede86
539087f320f70186a0d70acd,53e9a202b7602d9702b00c2c
53909f6920f70186a0e3a9c4,53e9b708b7602d970429b70d
539089ab20f70186a0d97053,53e99b0ab7602d970239c217
53908d6520f70186a0dd1a30,53e9b3c1b7602d9703eae2eb
53908a7420f70186a0da45d1,53e999ffb7602d9702247e35
539087e720f70186a0d68408,53e9b414b7602d9703f0bd27
539087cf20f70186a0d5d01a,53e9b41ab7602d9703f11e2a
5390958a20f70186a0def8e1,53e998c0b7602d97020fc417
539087dd20f70186a0d62b4e,53e9a751b7602d970308c5f4
53909f8c20f70186a0e40218,53e9acefb7602d97036cc3aa
539087fe20f70186a0d758e5,53e99a2ab7602d9702283f63
53908b4920f70186a0dbabb8,53e9b3a3b7602d9703e85df6
53909f8c20f70186a0e401f2,53e9b92ab7602d9704516f07
53908a9620f70186a0da4ee5,53e9a381b7602d9702c92d6e
539087cb20f70186a0d594ef,53e9b95bb7602d9704549f06
5390972920f70186a0dfac94,53e9a6f5b7602d97030287a5
5390962020f70186a0df3f47,53e9b47cb7602d9703f7f787
539089ab20f70186a0d9705a,53e9bdfdb7602d9704aad9fa
539087cf20f70186a0d5d03f,53e9adcdb7602d97037d6798
53909f8c20f70186a0e4021a,53e9a2fab7602d9702c03daf
53909f8c20f70186a0e3fe4d,53e9a178b7602d9702a6c09d
5390881820f70186a0d8110c,53e9b388b7602d9703e6a0ee
53908a9620f70186a0da473f,53e9b7c1b7602d970436c246
539087cf20f70186a0d5b53b,53e9b700b7602d97042950b9
5390975920f70186a0dfe2bd,53e9979eb7602d9701f6e878
5390972920f70186a0dfacd1,53e9b565b7602d970409df92
5390958920f70186a0deec72,53e9afdab7602d9703a2b275
5390880220f70186a0d77f5d,53e9be72b7602d9704b31b40
539087dd20f70186a0d62b4f,53e9a995b7602d97032f0f99
5390979920f70186a0dffb89,53e9b79fb7602d97043462ac
53908a7420f70186a0da453e,53e9ae17b7602d970382881d
53908a7420f70186a0da4540,53e9985fb7602d9702096b4f
53908a4020f70186a0d9d84c,53e99f3bb7602d970280d837
5390880d20f70186a0d7cd65,53e9a6dfb7602d97030162b3
53908a7420f70186a0da4682,53e9b5ceb7602d9704118c76
53908a9620f70186a0da4d9d,53e99b0ab7602d970239bff2
539095ba20f70186a0df0f05,53e9b87fb7602d97044516f7
53909f8c20f70186a0e3fe32,53e99b36b7602d97023d297b
5390881220f70186a0d7dbfb,53e9abc5b7602d9703578ecd
53908a9620f70186a0da4cf2,53e9b40eb7602d9703f04482
5390972920f70186a0dfacc4,53e9a40eb7602d9702d26751
53909f8c20f70186a0e3fe9a,53e9b8cdb7602d97044b07a0
53908a9620f70186a0da4737,53e9b381b7602d9703e63526
539087e120f70186a0d665fc,53e9a743b7602d970307ad1e
53908a7420f70186a0da4527,53e9a576b7602d9702e9fa27
53908b4920f70186a0dbc91b,53e9b01db7602d9703a78e4f
53909f8c20f70186a0e3fe75,53e9b373b7602d9703e522c1
53908a9620f70186a0da47e7,53e9a1b6b7602d9702aad677
5390972920f70186a0dfacd2,53e9b40eb7602d9703f06558
5590d37b0cf237666fc290d2,53e99b0ab7602d970239c211
53908a9620f70186a0da4e3d,53e9a8ccb7602d970321a81d
53908b4920f70186a0dbabdb,53e9a31fb7602d9702c2ca9a
53908a9620f70186a0da47de,53e9a051b7602d970293978d
53908a9620f70186a0da4ef0,53e9a14db7602d9702a41c05
53909f8c20f70186a0e401e9,53e9ae49b7602d9703860085
53908b4920f70186a0dbabf3,53e9aadfb7602d9703461883
539089ab20f70186a0d97056,53e99e04b7602d97026c6306
5390972920f70186a0dfacf8,53e9ba6ab7602d970468d643
53908a9620f70186a0da487e,53e9b5a8b7602d97040f07ca
53909f8c20f70186a0e3fe4f,53e9a13fb7602d9702a33280
5390881220f70186a0d7dbf4,53e9b991b7602d97045848ab
53908a9620f70186a0da4871,53e9a301b7602d9702c0ac1d
5390882d20f70186a0d8dadd,53e9ae6fb7602d970388be92
53909f8c20f70186a0e3fe50,53e9b15ab7602d9703be095d
539087e720f70186a0d68413,53e9984bb7602d970207db5a
53909f6920f70186a0e3a9c0,53e998bfb7602d97020f5b39
5390880220f70186a0d77f59,53e9be5db7602d9704b1c869
53908a7420f70186a0da4688,53e99fddb7602d97028b76cb
5390975920f70186a0dfe096,53e9aaa3b7602d970341c212
53909f6920f70186a0e3a9af,53e9a689b7602d9702fbe6bb
539087d920f70186a0d604ee,53e9b4b4b7602d9703fc847e
53909f8c20f70186a0e3fe2b,53e9a86ab7602d97031b90c7
53908a9620f70186a0da4d95,53e9adcdb7602d97037d2bce
558d2b5a0cf2e83c89dfaf75,53e997e9b7602d9701fe4527
53908a9620f70186a0da47da,53e9ab64b7602d97034fd41b
5390882d20f70186a0d8dac0,53e99fc9b7602d97028a38ae
5390962020f70186a0df3f41,53e9b326b7602d9703df52e8
539087f320f70186a0d6f889,53e9b20cb7602d9703ca745a
53909f8c20f70186a0e3fe22,53e9ab32b7602d97034bc87f
5390962020f70186a0df3f3f,53e9a88db7602d97031dd7b8
539089ab20f70186a0d96af2,53e9984fb7602d970208510b
53909f6920f70186a0e3a9ce,53e9ae69b7602d970388616d
53908a9620f70186a0da4876,53e9b822b7602d97043db8e9
53908a9620f70186a0da4ceb,53e9b42fb7602d9703f268fa
539087d920f70186a0d604ed,53e9b0fbb7602d9703b764b7
53908a9620f70186a0da4ce5,53e99c19b7602d97024c3b5c
53909f6920f70186a0e3a97a,53e9bddbb7602d9704a89971
53909f8c20f70186a0e3fe72,53e9bb9ab7602d97047e2ba2
5390882d20f70186a0d8dacc,53e9b8fcb7602d97044e1d6a
5390882d20f70186a0d8dada,53e9a8ffb7602d970324e54a
539087ef20f70186a0d6c8e3,53e9ad42b7602d9703722d03
5390979920f70186a0dffb86,53e9a635b7602d9702f636c2
5390882d20f70186a0d8db9b,53e9a689b7602d9702fb96f0
5390975920f70186a0dfe2b8,53e9afb3b7602d9703a008d3
5390882d20f70186a0d8dae1,53e999eeb7602d9702231c4b
539087dd20f70186a0d62b4d,53e99a4eb7602d97022b2d1f
53909f6920f70186a0e3a978,53e9b46fb7602d9703f6e2e2
5390880220f70186a0d75f03,53e9acf7b7602d97036d82fb
5590dd220cf25001c36ef7eb,53e99b0ab7602d970239c218
53909f8c20f70186a0e3fe57,53e9b4c4b7602d9703fe19f2
539087f320f70186a0d70a17,53e9ac38b7602d97035fd442
53908a9620f70186a0da4eed,53e99d13b7602d97025c7750
53909f8c20f70186a0e3fe9c,53e99f63b7602d9702832e80
53908d6520f70186a0dd1a49,53e99a2bb7602d97022880bb
53909f6920f70186a0e3a981,53e9bb22b7602d970475b243
539089bb20f70186a0d98ad9,53e9b532b7602d97040682ab
53908a7420f70186a0da45e4,53e9b421b7602d9703f1a155
5390880d20f70186a0d7b5ca,53e99bc6b7602d970246db8f
53908a7420f70186a0da4490,53e9b65bb7602d97041bca35
53908a9620f70186a0da47ce,53e9a351b7602d9702c5e241
5590d1070cf25001c36ef105,53e99b0ab7602d970239c219
539089bb20f70186a0d98ad1,53e9ae1cb7602d97038308cd
53908a9620f70186a0da4da0,53e9b326b7602d9703df7c74
53909f8c20f70186a0e3fe41,53e9a689b7602d9702fbae9b
53908a9620f70186a0da4e40,53e9be43b7602d9704b01698
53909f8c20f70186a0e4018c,53e9ab89b7602d9703535629
53909f8c20f70186a0e3fe8a,53e9b01db7602d9703a79552
53909f8c20f70186a0e3fe35,53e99832b7602d9702056c3d
539096cb20f70186a0df7881,53e9b2d2b7602d9703d82ca4
539087e720f70186a0d6968d,53e9bc21b7602d970488dcdb
539087f320f70186a0d6fe0c,53e9a238b7602d9702b413fb
53909f8c20f70186a0e3fe7d,53e9b070b7602d9703ad5245
539087e720f70186a0d6968b,53e9b290b7602d9703d35bc3
53908d6520f70186a0dd1a29,53e9acd3b7602d97036b13fd
53908b4920f70186a0dbabc7,53e9b3e8b7602d9703ed46c1
53908b4920f70186a0dbc920,53e997b9b7602d9701f9d978
5390881220f70186a0d7dbe7,53e99d7ab7602d97026369c3
5390881220f70186a0d7f831,53e99b1bb7602d97023b1913
53908a9620f70186a0da4cfa,53e9b634b7602d970418e6d3
539087cf20f70186a0d5b544,53e99beab7602d9702491f3b
5590dae80cf237666fc294da,53e997e9b7602d9701fe4527
53908a9620f70186a0da487f,53e9b607b7602d970415bd12
5590da7c0cf2baaad9717432,53e99b0ab7602d970239c217
5590d37b0cf237666fc290d2,53e99b0ab7602d970239c218
5390882d20f70186a0d8dace,53e9bcd9b7602d970495fadd
53908d6520f70186a0dd1a06,53e9acd2b7602d97036af38a
53908a4020f70186a0d9d773,53e9bd64b7602d9704a02153
5390972920f70186a0dfaced,53e99fd0b7602d97028aed9b
53908a9620f70186a0da4d8d,53e9aeebb7602d970391916a
539089ab20f70186a0d96afd,53e9aa02b7602d970336f83b
539087dd20f70186a0d63499,53e9a2ebb7602d9702bf3118
53909f6920f70186a0e3a9b0,53e99bcdb7602d9702473ea0
5390972920f70186a0dfaca4,53e9b7fcb7602d97043ab826
53909f6920f70186a0e3a9b7,53e99f0ab7602d97027da91e
558ce80de4b0bb3102a0c8ac,53e99b0ab7602d970239c219
5390979920f70186a0dffb82,53e99d7ab7602d970263389b
53908a7420f70186a0da45d7,53e9aaa3b7602d970341d6e8
53908a9620f70186a0da4ed1,53e9a32eb7602d9702c37222
53908a9620f70186a0da47cf,53e9a3d4b7602d9702ceacd0
53909f8c20f70186a0e3fe5c,53e9a797b7602d97030cf9a4
5590d7e90cf2baaad97172ab,53e99796b7602d9701f5cf1d
539087cf20f70186a0d5d01c,53e9b47cb7602d9703f80ae7
5390972920f70186a0dfacf3,53e9a210b7602d9702b16118
53908a7420f70186a0da4497,53e9a51db7602d9702e3f3d1
53908a7420f70186a0da45c4,53e9bc80b7602d970490276f
53908a7420f70186a0da45dc,53e99afdb7602d970238ac7a
5390880d20f70186a0d7cd6c,53e9a8e2b7602d9703230aa8
5390881820f70186a0d81113,53e9bd8cb7602d9704a359db
5390980720f70186a0e01e36,53e99a67b7602d97022d556a
53908d6520f70186a0dd1a28,53e9b0b7b7602d9703b2a419
539095ba20f70186a0df0f07,53e9b023b7602d9703a812bc
53909f8c20f70186a0e401c9,53e9a525b7602d9702e49109
539089ab20f70186a0d96af3,53e9ba6ab7602d970468d255
53909f8c20f70186a0e3fe49,53e9aa2bb7602d9703397ef0
558f3abe0cf222bc17bc2263,53e99796b7602d9701f5cf1d
5390882d20f70186a0d8daf1,53e9be4ab7602d9704b05415
5590e04a0cf25001c36efa09,53e99b0ab7602d970239c217
53908b4920f70186a0dbabd4,53e99be3b7602d970248c52b
53909f6920f70186a0e3a986,53e99a49b7602d97022acf07
539095ba20f70186a0df0f0b,53e9a6c3b7602d9702ff5623
53908a7420f70186a0da4484,53e9b1a9b7602d9703c33e40
539089ab20f70186a0d97053,53e99b0ab7602d970239c211
558f39730cf222bc17bc20ff,53e99796b7602d9701f5cf1b
5390880d20f70186a0d7cd62,53e9ba05b7602d97046045ef
53908b4920f70186a0dbb0af,53e9a487b7602d9702da4e51
53908a9620f70186a0da4d96,53e9aa50b7602d97033c12f9
539087cf20f70186a0d5d02c,53e9ac8fb7602d9703664b1b
5590d19e0cf237666fc28f98,53e997e9b7602d9701fe4527
53908a9620f70186a0da4720,53e9a8b0b7602d9703200e80
539087fe20f70186a0d758e3,53e9a61fb7602d9702f4b489
558e10e50cf2e66758050bc2,53e997a6b7602d9701f7da4f
53908a9620f70186a0da4ee1,53e9a154b7602d9702a42c02
53908a7420f70186a0da4536,53e9aad9b7602d970345a1da
53909f8c20f70186a0e3fe71,53e99a04b7602d970224f8e9
53908a7420f70186a0da453b,53e9ab00b7602d9703480b8c
53908a9620f70186a0da4e2a,53e9af81b7602d97039c4d92
53908d6520f70186a0dd19f8,53e99d80b7602d970263ad7d
53909f8c20f70186a0e401e1,53e9a689b7602d9702fbaa52
53908a7420f70186a0da447f,53e9b241b7602d9703ce221d
5390975920f70186a0dfe2c0,53e9bcd2b7602d9704956f2b
53908a9620f70186a0da4da3,53e9bc0ab7602d970486e828
539087e720f70186a0d68409,53e9a9f7b7602d970335efd0
5390962020f70186a0df3f49,53e9afacb7602d97039fb80e
53908b4920f70186a0dbabc6,53e9aa15b7602d97033803bf
53909f8c20f70186a0e40202,53e9b52db7602d970406711c
539089ab20f70186a0d96f57,53e9a57db7602d9702ea7df6
5390881820f70186a0d8110e,53e9ab42b7602d97034d4ff3
53908b4920f70186a0dbc50b,53e9be3cb7602d9704afa2b1
5390972920f70186a0dfac8b,53e9b923b7602d970450eb39
539089ab20f70186a0d96af4,53e99a8cb7602d97022fffcc
53908a9620f70186a0da4ce9,53e9a66db7602d9702f9dee9
5390979920f70186a0dff268,53e9b30ab7602d9703dd0dc1
5390975920f70186a0dfe2ad,53e9bdacb7602d9704a5afe4
5390980720f70186a0e01e35,53e9ad63b7602d970374bbc7
53908b4920f70186a0dbabe7,53e99832b7602d970205616b
539087f320f70186a0d6fe20,53e99f02b7602d97027cc611
53908a9620f70186a0da4d7b,53e99fd0b7602d97028a969e
5390972920f70186a0dfaca1,53e99ebdb7602d9702783702
5390958920f70186a0deec76,53e99aacb7602d9702325e77
539087eb20f70186a0d6a44a,53e99d74b7602d970262e581
539087f320f70186a0d6f875,53e9ab1ab7602d97034a1fae
53909f8c20f70186a0e3fe90,53e9a0a6b7602d970298f3c0
5390975920f70186a0dfe2b0,53e99938b7602d9702179229
53908d6520f70186a0dd1a00,53e9b1c3b7602d9703c53a60
53908b4920f70186a0dbc91e,53e9a914b7602d9703263a5f
53908a9620f70186a0da4e37,53e9a46ab7602d9702d8625e
53908a9620f70186a0da4d82,53e9ba17b7602d970461fe2d
53908a9620f70186a0da4da2,53e99bcdb7602d9702479cdc
539095ba20f70186a0df0f03,53e9b550b7602d970408948c
539089ab20f70186a0d96af8,53e9ab65b7602d97035023ec
5390979920f70186a0dffb87,53e9aeebb7602d9703917def
539087ef20f70186a0d6c8e2,53e9b0abb7602d9703b1978b
53908a9620f70186a0da4d86,53e99d58b7602d9702614857
5390881820f70186a0d8111a,53e99af2b7602d970237e0d4
53908a7420f70186a0da4485,53e9b34ab7602d9703e23a05
5390881220f70186a0d7f818,53e9aa9cb7602d97034149ef
53909f8c20f70186a0e401f6,53e9b08ab7602d9703af6afa
539087f320f70186a0d6fe24,53e9afeeb7602d9703a429c6
539095ba20f70186a0df0f04,53e9b2aab7602d9703d503ff
53908a9620f70186a0da4d99,53e9b954b7602d970453d01f
53909f6920f70186a0e3a999,53e9aed1b7602d97038fa413
53908a9620f70186a0da4d8f,53e99ac4b7602d9702343ad0
53909f8c20f70186a0e40206,53e9b9d3b7602d97045ca75d
539089d320f70186a0d9c220,53e9b61bb7602d970416f8ed
53909f8c20f70186a0e3fe60,53e9acf0b7602d97036cea0f
53908a9620f70186a0da4ee7,53e9b124b7602d9703ba665b
53909f8c20f70186a0e3fe3f,53e9a51cb7602d9702e3c359
5390962020f70186a0df3f42,53e9ad04b7602d97036e08d1
53909f8c20f70186a0e3fe5f,53e9a1a1b7602d9702a963ef
53909f6920f70186a0e3a9cd,53e99959b7602d9702199fc1
539087cb20f70186a0d594f7,53e9a508b7602d9702e272bb
5390882d20f70186a0d8db97,53e9b565b7602d970409d6df
53908a9620f70186a0da47d3,53e99bdcb7602d9702485bfd
5390882d20f70186a0d8daa9,53e9acf0b7602d97036d0dd2
53908a9620f70186a0da4ee8,53e9b8a1b7602d970447a651
539087e720f70186a0d69682,53e9b3b7b7602d9703e9f4f3
5390972920f70186a0dfac9d,53e99a57b7602d97022be053
53908a7420f70186a0da45dd,53e9ba70b7602d97046950d3
53908a9620f70186a0da4d7d,53e9b46fb7602d9703f70f15
539089ab20f70186a0d97053,53e99b0ab7602d970239c218
53908b4920f70186a0dbc917,53e9a96cb7602d97032c4567
5590ce580cf237666fc28d54,53e997e9b7602d9701fe4526
5390972920f70186a0dfacfa,53e9b581b7602d97040c03b2
539089d320f70186a0d9c221,53e9b213b7602d9703cab314
558e0e590cf222bc17bc023b,53e99b0ab7602d970239c218
53908a9620f70186a0da47ec,53e9a40eb7602d9702d2c1fa
539089ab20f70186a0d96f58,53e9b4a1b7602d9703fad9ff
5390881220f70186a0d7f81a,53e9ad92b7602d970378f854
53909f8c20f70186a0e3fe47,53e99c60b7602d970250fbc7
53909f8c20f70186a0e3fe5d,53e9adaab7602d97037a8db4
53908a9620f70186a0da4e22,53e9b4f5b7602d9704024f4c
5390881820f70186a0d81110,53e9a01fb7602d97029056d6
558f35580cf222bc17bc1a3d,53e99b0ab7602d970239c217
539087f320f70186a0d70ace,53e9bafbb7602d97047300c0
5590dd220cf25001c36ef7eb,53e99b0ab7602d970239c219
5390880220f70186a0d77f9a,53e99fbcb7602d9702898c46
53908a7420f70186a0da4529,53e9988cb7602d97020c9678
5390979920f70186a0e00cd3,53e99818b7602d97020327b1
539087d920f70186a0d5ffa0,53e9b32bb7602d9703df9017
5390972920f70186a0dfac92,53e9af0cb7602d9703940b40
5390979920f70186a0dffb84,53e9a55cb7602d9702e84b64
539087cf20f70186a0d5b536,53e99a74b7602d97022e39e2
53909f8c20f70186a0e3fe3d,53e9b444b7602d9703f420f1
5390882d20f70186a0d8dac2,53e9bc0ab7602d970486e1e4
539087f320f70186a0d6f88b,53e9a238b7602d9702b3f840
53908a9620f70186a0da4eec,53e9a8dbb7602d970322a19e
5390881820f70186a0d8111b,53e9984fb7602d970208794b
5390972920f70186a0dfacae,53e9b45eb7602d9703f5ce0d
5390882d20f70186a0d8dadc,53e9bb23b7602d970475d139
5590da7c0cf2baaad9717432,53e99b0ab7602d970239c211
558e0a000cf2c779a64768b0,53e997e9b7602d9701fe4526
53908a9620f70186a0da4cdf,53e9a408b7602d9702d1f790
5390958a20f70186a0df0138,53e9af2db7602d9703969dc1
